Adaptive Rate Log (interval=1s)
Time,Dist(km),Elev,BF(dB),SNR,Rate(Mbps),Status
2932.00s,   1660.17,   41.33°,   9.72,   21.17 dB,    1760.86,  [OK   >=40.00°]
2933.00s,   1660.03,   41.34°,   9.72,   21.17 dB,    1760.96,  [OK   >=40.00°]
2934.00s,   1659.94,   41.34°,   9.72,   21.17 dB,    1761.03,  [OK   >=40.00°]
2935.00s,   1659.89,   41.34°,   9.72,   21.17 dB,    1761.07,  [OK   >=40.00°]
2936.00s,   1659.87,   41.34°,   9.72,   21.17 dB,    1761.08,  [OK   >=40.00°]
2937.00s,   1659.90,   41.34°,   9.72,   21.17 dB,    1761.06,  [OK   >=40.00°]
2938.00s,   1659.97,   41.34°,   9.72,   21.17 dB,    1761.01,  [OK   >=40.00°]
2939.00s,   1660.08,   41.33°,   9.72,   21.17 dB,    1760.93,  [OK   >=40.00°]
2940.00s,   1660.23,   41.33°,   9.72,   21.17 dB,    1760.82,  [OK   >=40.00°]
2941.00s,   1660.42,   41.32°,   9.72,   21.17 dB,    1760.68,  [OK   >=40.00°]
2942.00s,   1660.65,   41.31°,   9.72,   21.17 dB,    1760.51,  [OK   >=40.00°]
2943.00s,   1660.92,   41.30°,   9.72,   21.16 dB,    1760.31,  [OK   >=40.00°]
2944.00s,   1661.23,   41.28°,   9.72,   21.16 dB,    1760.08,  [OK   >=40.00°]
2945.00s,   1661.58,   41.27°,   9.72,   21.16 dB,    1759.83,  [OK   >=40.00°]
2946.00s,   1661.97,   41.25°,   9.71,   21.15 dB,    1759.54,  [OK   >=40.00°]
2947.00s,   1662.41,   41.23°,   9.71,   21.15 dB,    1759.22,  [OK   >=40.00°]
2948.00s,   1662.88,   41.21°,   9.71,   21.15 dB,    1758.88,  [OK   >=40.00°]
2949.00s,   1663.39,   41.19°,   9.71,   21.14 dB,    1758.50,  [OK   >=40.00°]
2950.00s,   1663.95,   41.17°,   9.71,   21.14 dB,    1758.10,  [OK   >=40.00°]
2951.00s,   1664.54,   41.15°,   9.70,   21.13 dB,    1757.67,  [OK   >=40.00°]
2952.00s,   1665.17,   41.12°,   9.70,   21.13 dB,    1757.20,  [OK   >=40.00°]
2953.00s,   1665.85,   41.09°,   9.70,   21.12 dB,    1756.71,  [OK   >=40.00°]
2954.00s,   1666.56,   41.06°,   9.70,   21.11 dB,    1756.19,  [OK   >=40.00°]
2955.00s,   1667.32,   41.03°,   9.69,   21.11 dB,    1755.64,  [OK   >=40.00°]
2956.00s,   1668.11,   41.00°,   9.69,   21.10 dB,    1755.06,  [OK   >=40.00°]
2957.00s,   1668.95,   40.96°,   9.69,   21.09 dB,    1754.45,  [OK   >=40.00°]
2958.00s,   1669.82,   40.92°,   9.69,   21.08 dB,    1753.81,  [OK   >=40.00°]
2959.00s,   1670.74,   40.89°,   9.68,   21.08 dB,    1753.15,  [OK   >=40.00°]
2960.00s,   1671.69,   40.85°,   9.68,   21.07 dB,    1752.45,  [OK   >=40.00°]
2961.00s,   1672.68,   40.81°,   9.68,   21.06 dB,    1751.73,  [OK   >=40.00°]
2962.00s,   1673.72,   40.76°,   9.67,   21.05 dB,    1750.98,  [OK   >=40.00°]
2963.00s,   1674.79,   40.72°,   9.67,   21.04 dB,    1750.19,  [OK   >=40.00°]
2964.00s,   1675.90,   40.67°,   9.66,   21.03 dB,    1749.39,  [OK   >=40.00°]
2965.00s,   1677.05,   40.62°,   9.66,   21.02 dB,    1748.55,  [OK   >=40.00°]
2966.00s,   1678.25,   40.58°,   9.66,   21.01 dB,    1747.68,  [OK   >=40.00°]
2967.00s,   1679.48,   40.53°,   9.65,   21.00 dB,    1746.79,  [OK   >=40.00°]
2968.00s,   1680.75,   40.47°,   9.65,   20.99 dB,    1745.87,  [OK   >=40.00°]
2969.00s,   1682.05,   40.42°,   9.64,   20.98 dB,    1744.92,  [OK   >=40.00°]
2970.00s,   1683.40,   40.36°,   9.64,   20.96 dB,    1743.94,  [OK   >=40.00°]
2971.00s,   1684.79,   40.31°,   9.63,   20.95 dB,    1742.94,  [OK   >=40.00°]
2972.00s,   1686.21,   40.25°,   9.63,   20.94 dB,    1741.91,  [OK   >=40.00°]
2973.00s,   1687.68,   40.19°,   9.62,   20.93 dB,    1740.85,  [OK   >=40.00°]
2974.00s,   1689.18,   40.13°,   9.62,   20.91 dB,    1739.76,  [OK   >=40.00°]
2975.00s,   1690.72,   40.07°,   9.61,   20.90 dB,    1738.65,  [OK   >=40.00°]
2976.00s,   1692.30,   40.00°,   9.60,   20.89 dB,    1737.51,  [OK   >=40.00°]
2977.00s,   1693.92,   39.94°,   9.60,   20.87 dB,       0.00,  [DOWN <40.00°]
2978.00s,   1695.57,   39.87°,   9.59,   20.86 dB,       0.00,  [DOWN <40.00°]
2979.00s,   1697.27,   39.81°,   9.59,   20.84 dB,       0.00,  [DOWN <40.00°]
2980.00s,   1699.00,   39.74°,   9.58,   20.83 dB,       0.00,  [DOWN <40.00°]
2981.00s,   1700.77,   39.67°,   9.57,   20.81 dB,       0.00,  [DOWN <40.00°]
2982.00s,   1702.58,   39.60°,   9.57,   20.80 dB,       0.00,  [DOWN <40.00°]
2983.00s,   1704.42,   39.52°,   9.56,   20.78 dB,       0.00,  [DOWN <40.00°]
2984.00s,   1706.30,   39.45°,   9.55,   20.76 dB,       0.00,  [DOWN <40.00°]
2984.00s,   1691.12,   40.05°,   9.61,   20.90 dB,    1738.36,  [OK   >=40.00°]
2985.00s,   1687.03,   40.22°,   9.62,   20.93 dB,    1741.32,  [OK   >=40.00°]
2986.00s,   1682.98,   40.38°,   9.64,   20.97 dB,    1744.25,  [OK   >=40.00°]
2987.00s,   1678.95,   40.55°,   9.65,   21.00 dB,    1747.17,  [OK   >=40.00°]
2988.00s,   1674.96,   40.71°,   9.67,   21.04 dB,    1750.07,  [OK   >=40.00°]
2989.00s,   1671.00,   40.88°,   9.68,   21.07 dB,    1752.96,  [OK   >=40.00°]
2990.00s,   1667.06,   41.04°,   9.70,   21.11 dB,    1755.82,  [OK   >=40.00°]
2991.00s,   1663.16,   41.20°,   9.71,   21.14 dB,    1758.67,  [OK   >=40.00°]
2992.00s,   1659.29,   41.37°,   9.72,   21.18 dB,    1761.50,  [OK   >=40.00°]
2993.00s,   1655.45,   41.53°,   9.74,   21.21 dB,    1764.32,  [OK   >=40.00°]
2994.00s,   1651.64,   41.69°,   9.75,   21.25 dB,    1767.11,  [OK   >=40.00°]
2995.00s,   1647.87,   41.86°,   9.77,   21.28 dB,    1769.89,  [OK   >=40.00°]
2996.00s,   1644.13,   42.02°,   9.78,   21.31 dB,    1772.65,  [OK   >=40.00°]
2997.00s,   1640.41,   42.18°,   9.79,   21.35 dB,    1775.38,  [OK   >=40.00°]
2998.00s,   1636.74,   42.34°,   9.81,   21.38 dB,    1778.10,  [OK   >=40.00°]
2999.00s,   1633.09,   42.50°,   9.82,   21.41 dB,    1780.80,  [OK   >=40.00°]
3000.00s,   1629.48,   42.66°,   9.83,   21.44 dB,    1783.48,  [OK   >=40.00°]
3001.00s,   1625.90,   42.82°,   9.85,   21.48 dB,    1786.14,  [OK   >=40.00°]
3002.00s,   1622.35,   42.98°,   9.86,   21.51 dB,    1788.78,  [OK   >=40.00°]
3003.00s,   1618.84,   43.14°,   9.87,   21.54 dB,    1791.39,  [OK   >=40.00°]
3004.00s,   1615.37,   43.30°,   9.89,   21.57 dB,    1793.99,  [OK   >=40.00°]
3005.00s,   1611.92,   43.46°,   9.90,   21.60 dB,    1796.56,  [OK   >=40.00°]
3006.00s,   1608.51,   43.62°,   9.91,   21.63 dB,    1799.12,  [OK   >=40.00°]
3007.00s,   1605.14,   43.77°,   9.92,   21.66 dB,    1801.65,  [OK   >=40.00°]
3008.00s,   1601.80,   43.93°,   9.94,   21.69 dB,    1804.16,  [OK   >=40.00°]
3009.00s,   1598.50,   44.09°,   9.95,   21.73 dB,    1806.64,  [OK   >=40.00°]
3010.00s,   1595.23,   44.24°,   9.96,   21.75 dB,    1809.11,  [OK   >=40.00°]
3011.00s,   1592.00,   44.39°,   9.97,   21.78 dB,    1811.55,  [OK   >=40.00°]
3012.00s,   1588.80,   44.55°,   9.98,   21.81 dB,    1813.97,  [OK   >=40.00°]
3013.00s,   1585.64,   44.70°,   9.99,   21.84 dB,    1816.36,  [OK   >=40.00°]
3014.00s,   1582.51,   44.85°,  10.01,   21.87 dB,    1818.73,  [OK   >=40.00°]
3015.00s,   1579.42,   45.00°,  10.02,   21.90 dB,    1821.08,  [OK   >=40.00°]
3016.00s,   1576.37,   45.15°,  10.03,   21.93 dB,    1823.40,  [OK   >=40.00°]
3017.00s,   1573.36,   45.30°,  10.04,   21.96 dB,    1825.70,  [OK   >=40.00°]
3018.00s,   1570.38,   45.45°,  10.05,   21.98 dB,    1827.97,  [OK   >=40.00°]
3019.00s,   1567.44,   45.60°,  10.06,   22.01 dB,    1830.22,  [OK   >=40.00°]
3020.00s,   1564.53,   45.74°,  10.07,   22.04 dB,    1832.44,  [OK   >=40.00°]
3021.00s,   1561.67,   45.89°,  10.08,   22.06 dB,    1834.63,  [OK   >=40.00°]
3022.00s,   1558.84,   46.03°,  10.09,   22.09 dB,    1836.80,  [OK   >=40.00°]
3023.00s,   1556.05,   46.18°,  10.11,   22.12 dB,    1838.95,  [OK   >=40.00°]
3024.00s,   1553.30,   46.32°,  10.12,   22.14 dB,    1841.06,  [OK   >=40.00°]
3025.00s,   1550.59,   46.46°,  10.13,   22.17 dB,    1843.16,  [OK   >=40.00°]
3026.00s,   1547.92,   46.60°,  10.14,   22.19 dB,    1845.22,  [OK   >=40.00°]
3027.00s,   1545.28,   46.73°,  10.15,   22.22 dB,    1847.25,  [OK   >=40.00°]
3028.00s,   1542.69,   46.87°,  10.16,   22.24 dB,    1849.26,  [OK   >=40.00°]
3029.00s,   1540.13,   47.01°,  10.16,   22.27 dB,    1851.24,  [OK   >=40.00°]
3030.00s,   1537.61,   47.14°,  10.17,   22.29 dB,    1853.20,  [OK   >=40.00°]
3031.00s,   1535.14,   47.27°,  10.18,   22.31 dB,    1855.12,  [OK   >=40.00°]
3032.00s,   1532.70,   47.40°,  10.19,   22.34 dB,    1857.01,  [OK   >=40.00°]
3033.00s,   1530.30,   47.53°,  10.20,   22.36 dB,    1858.88,  [OK   >=40.00°]
3034.00s,   1527.95,   47.66°,  10.21,   22.38 dB,    1860.72,  [OK   >=40.00°]
3035.00s,   1525.63,   47.79°,  10.22,   22.40 dB,    1862.52,  [OK   >=40.00°]
3036.00s,   1523.36,   47.91°,  10.23,   22.42 dB,    1864.30,  [OK   >=40.00°]
3037.00s,   1521.13,   48.04°,  10.24,   22.44 dB,    1866.05,  [OK   >=40.00°]
3038.00s,   1518.93,   48.16°,  10.24,   22.47 dB,    1867.77,  [OK   >=40.00°]
3039.00s,   1516.78,   48.28°,  10.25,   22.49 dB,    1869.46,  [OK   >=40.00°]
3040.00s,   1514.67,   48.40°,  10.26,   22.51 dB,    1871.11,  [OK   >=40.00°]
3041.00s,   1512.60,   48.51°,  10.27,   22.53 dB,    1872.74,  [OK   >=40.00°]
3042.00s,   1510.58,   48.63°,  10.28,   22.55 dB,    1874.33,  [OK   >=40.00°]
3043.00s,   1508.59,   48.74°,  10.28,   22.56 dB,    1875.89,  [OK   >=40.00°]
3044.00s,   1506.65,   48.85°,  10.29,   22.58 dB,    1877.43,  [OK   >=40.00°]
3045.00s,   1504.75,   48.96°,  10.30,   22.60 dB,    1878.93,  [OK   >=40.00°]
3046.00s,   1502.90,   49.07°,  10.31,   22.62 dB,    1880.39,  [OK   >=40.00°]
3047.00s,   1501.08,   49.17°,  10.31,   22.64 dB,    1881.83,  [OK   >=40.00°]
3048.00s,   1499.31,   49.27°,  10.32,   22.65 dB,    1883.23,  [OK   >=40.00°]
3049.00s,   1497.58,   49.38°,  10.33,   22.67 dB,    1884.60,  [OK   >=40.00°]
3050.00s,   1495.90,   49.47°,  10.33,   22.69 dB,    1885.94,  [OK   >=40.00°]
3051.00s,   1494.25,   49.57°,  10.34,   22.70 dB,    1887.24,  [OK   >=40.00°]
3052.00s,   1492.65,   49.66°,  10.34,   22.72 dB,    1888.51,  [OK   >=40.00°]
3053.00s,   1491.10,   49.76°,  10.35,   22.73 dB,    1889.75,  [OK   >=40.00°]
3054.00s,   1489.59,   49.85°,  10.36,   22.75 dB,    1890.95,  [OK   >=40.00°]
3055.00s,   1488.12,   49.93°,  10.36,   22.76 dB,    1892.12,  [OK   >=40.00°]
3056.00s,   1486.70,   50.02°,  10.37,   22.77 dB,    1893.26,  [OK   >=40.00°]
3057.00s,   1485.32,   50.10°,  10.37,   22.79 dB,    1894.36,  [OK   >=40.00°]
3058.00s,   1483.98,   50.18°,  10.38,   22.80 dB,    1895.42,  [OK   >=40.00°]
3059.00s,   1482.69,   50.26°,  10.38,   22.81 dB,    1896.45,  [OK   >=40.00°]
3060.00s,   1481.44,   50.34°,  10.39,   22.82 dB,    1897.45,  [OK   >=40.00°]
3061.00s,   1480.24,   50.41°,  10.39,   22.84 dB,    1898.41,  [OK   >=40.00°]
3062.00s,   1479.08,   50.48°,  10.40,   22.85 dB,    1899.34,  [OK   >=40.00°]
3063.00s,   1477.97,   50.55°,  10.40,   22.86 dB,    1900.23,  [OK   >=40.00°]
3064.00s,   1476.90,   50.61°,  10.40,   22.87 dB,    1901.08,  [OK   >=40.00°]
3065.00s,   1475.88,   50.68°,  10.41,   22.88 dB,    1901.90,  [OK   >=40.00°]
3066.00s,   1474.90,   50.74°,  10.41,   22.89 dB,    1902.69,  [OK   >=40.00°]
3067.00s,   1473.97,   50.79°,  10.42,   22.90 dB,    1903.44,  [OK   >=40.00°]
3068.00s,   1473.09,   50.85°,  10.42,   22.91 dB,    1904.15,  [OK   >=40.00°]
3069.00s,   1472.24,   50.90°,  10.42,   22.91 dB,    1904.83,  [OK   >=40.00°]
3070.00s,   1471.45,   50.95°,  10.42,   22.92 dB,    1905.47,  [OK   >=40.00°]
3071.00s,   1470.70,   51.00°,  10.43,   22.93 dB,    1906.07,  [OK   >=40.00°]
3072.00s,   1469.99,   51.04°,  10.43,   22.94 dB,    1906.64,  [OK   >=40.00°]
3073.00s,   1469.33,   51.08°,  10.43,   22.94 dB,    1907.17,  [OK   >=40.00°]
3074.00s,   1468.72,   51.12°,  10.44,   22.95 dB,    1907.66,  [OK   >=40.00°]
3075.00s,   1468.15,   51.16°,  10.44,   22.95 dB,    1908.12,  [OK   >=40.00°]
3076.00s,   1467.63,   51.19°,  10.44,   22.96 dB,    1908.54,  [OK   >=40.00°]
3077.00s,   1467.15,   51.22°,  10.44,   22.96 dB,    1908.92,  [OK   >=40.00°]
3078.00s,   1466.72,   51.25°,  10.44,   22.97 dB,    1909.27,  [OK   >=40.00°]
3079.00s,   1466.34,   51.27°,  10.44,   22.97 dB,    1909.58,  [OK   >=40.00°]
3080.00s,   1466.00,   51.29°,  10.45,   22.98 dB,    1909.85,  [OK   >=40.00°]
3081.00s,   1465.71,   51.31°,  10.45,   22.98 dB,    1910.09,  [OK   >=40.00°]
3082.00s,   1465.46,   51.33°,  10.45,   22.98 dB,    1910.29,  [OK   >=40.00°]
3083.00s,   1465.26,   51.34°,  10.45,   22.98 dB,    1910.45,  [OK   >=40.00°]
3084.00s,   1465.11,   51.35°,  10.45,   22.98 dB,    1910.58,  [OK   >=40.00°]
3085.00s,   1465.00,   51.36°,  10.45,   22.98 dB,    1910.66,  [OK   >=40.00°]
3086.00s,   1464.93,   51.36°,  10.45,   22.99 dB,    1910.71,  [OK   >=40.00°]
3087.00s,   1464.92,   51.36°,  10.45,   22.99 dB,    1910.73,  [OK   >=40.00°]
3088.00s,   1464.95,   51.36°,  10.45,   22.99 dB,    1910.70,  [OK   >=40.00°]
3089.00s,   1465.03,   51.35°,  10.45,   22.98 dB,    1910.64,  [OK   >=40.00°]
3090.00s,   1465.15,   51.35°,  10.45,   22.98 dB,    1910.54,  [OK   >=40.00°]
3091.00s,   1465.32,   51.34°,  10.45,   22.98 dB,    1910.40,  [OK   >=40.00°]
3092.00s,   1465.53,   51.32°,  10.45,   22.98 dB,    1910.23,  [OK   >=40.00°]
3093.00s,   1465.79,   51.31°,  10.45,   22.98 dB,    1910.02,  [OK   >=40.00°]
3094.00s,   1466.10,   51.29°,  10.45,   22.97 dB,    1909.77,  [OK   >=40.00°]
3095.00s,   1466.45,   51.26°,  10.44,   22.97 dB,    1909.49,  [OK   >=40.00°]
3096.00s,   1466.85,   51.24°,  10.44,   22.97 dB,    1909.17,  [OK   >=40.00°]
3097.00s,   1467.29,   51.21°,  10.44,   22.96 dB,    1908.81,  [OK   >=40.00°]
3098.00s,   1467.78,   51.18°,  10.44,   22.96 dB,    1908.41,  [OK   >=40.00°]
3099.00s,   1468.32,   51.15°,  10.44,   22.95 dB,    1907.98,  [OK   >=40.00°]
3100.00s,   1468.90,   51.11°,  10.43,   22.95 dB,    1907.51,  [OK   >=40.00°]
3101.00s,   1469.53,   51.07°,  10.43,   22.94 dB,    1907.01,  [OK   >=40.00°]
3102.00s,   1470.20,   51.03°,  10.43,   22.93 dB,    1906.47,  [OK   >=40.00°]
3103.00s,   1470.92,   50.98°,  10.43,   22.93 dB,    1905.89,  [OK   >=40.00°]
3104.00s,   1471.69,   50.94°,  10.42,   22.92 dB,    1905.27,  [OK   >=40.00°]
3105.00s,   1472.50,   50.89°,  10.42,   22.91 dB,    1904.62,  [OK   >=40.00°]
3106.00s,   1473.35,   50.83°,  10.42,   22.90 dB,    1903.93,  [OK   >=40.00°]
3107.00s,   1474.25,   50.78°,  10.41,   22.89 dB,    1903.21,  [OK   >=40.00°]
3108.00s,   1475.20,   50.72°,  10.41,   22.89 dB,    1902.45,  [OK   >=40.00°]
3109.00s,   1476.19,   50.66°,  10.41,   22.88 dB,    1901.66,  [OK   >=40.00°]
3110.00s,   1477.23,   50.59°,  10.40,   22.87 dB,    1900.82,  [OK   >=40.00°]
3111.00s,   1478.31,   50.53°,  10.40,   22.86 dB,    1899.96,  [OK   >=40.00°]
3112.00s,   1479.44,   50.46°,  10.39,   22.84 dB,    1899.06,  [OK   >=40.00°]
3113.00s,   1480.61,   50.39°,  10.39,   22.83 dB,    1898.12,  [OK   >=40.00°]
3114.00s,   1481.82,   50.31°,  10.39,   22.82 dB,    1897.15,  [OK   >=40.00°]
3115.00s,   1483.08,   50.24°,  10.38,   22.81 dB,    1896.14,  [OK   >=40.00°]
3116.00s,   1484.39,   50.16°,  10.38,   22.80 dB,    1895.10,  [OK   >=40.00°]
3117.00s,   1485.74,   50.08°,  10.37,   22.78 dB,    1894.02,  [OK   >=40.00°]
3118.00s,   1487.13,   49.99°,  10.36,   22.77 dB,    1892.91,  [OK   >=40.00°]
3119.00s,   1488.57,   49.91°,  10.36,   22.76 dB,    1891.77,  [OK   >=40.00°]
3120.00s,   1490.05,   49.82°,  10.35,   22.74 dB,    1890.59,  [OK   >=40.00°]
3121.00s,   1491.57,   49.73°,  10.35,   22.73 dB,    1889.37,  [OK   >=40.00°]
3122.00s,   1493.14,   49.64°,  10.34,   22.71 dB,    1888.13,  [OK   >=40.00°]
3123.00s,   1494.75,   49.54°,  10.34,   22.70 dB,    1886.85,  [OK   >=40.00°]
3124.00s,   1496.41,   49.44°,  10.33,   22.68 dB,    1885.53,  [OK   >=40.00°]
3125.00s,   1498.10,   49.34°,  10.32,   22.66 dB,    1884.19,  [OK   >=40.00°]
3126.00s,   1499.85,   49.24°,  10.32,   22.65 dB,    1882.81,  [OK   >=40.00°]
3127.00s,   1501.63,   49.14°,  10.31,   22.63 dB,    1881.39,  [OK   >=40.00°]
3128.00s,   1503.46,   49.03°,  10.30,   22.61 dB,    1879.95,  [OK   >=40.00°]
3129.00s,   1505.33,   48.93°,  10.30,   22.60 dB,    1878.47,  [OK   >=40.00°]
3130.00s,   1507.24,   48.82°,  10.29,   22.58 dB,    1876.96,  [OK   >=40.00°]
3131.00s,   1509.19,   48.71°,  10.28,   22.56 dB,    1875.42,  [OK   >=40.00°]
3132.00s,   1511.19,   48.59°,  10.27,   22.54 dB,    1873.85,  [OK   >=40.00°]
3133.00s,   1513.23,   48.48°,  10.27,   22.52 dB,    1872.25,  [OK   >=40.00°]
3134.00s,   1515.31,   48.36°,  10.26,   22.50 dB,    1870.61,  [OK   >=40.00°]
3135.00s,   1517.43,   48.24°,  10.25,   22.48 dB,    1868.95,  [OK   >=40.00°]
3136.00s,   1519.59,   48.12°,  10.24,   22.46 dB,    1867.25,  [OK   >=40.00°]
3137.00s,   1521.80,   48.00°,  10.23,   22.44 dB,    1865.52,  [OK   >=40.00°]
3138.00s,   1524.04,   47.88°,  10.23,   22.42 dB,    1863.77,  [OK   >=40.00°]
3139.00s,   1526.33,   47.75°,  10.22,   22.40 dB,    1861.98,  [OK   >=40.00°]
3140.00s,   1528.66,   47.62°,  10.21,   22.37 dB,    1860.16,  [OK   >=40.00°]
3141.00s,   1531.03,   47.49°,  10.20,   22.35 dB,    1858.32,  [OK   >=40.00°]
3142.00s,   1533.43,   47.36°,  10.19,   22.33 dB,    1856.44,  [OK   >=40.00°]
3143.00s,   1535.88,   47.23°,  10.18,   22.31 dB,    1854.54,  [OK   >=40.00°]
3144.00s,   1538.37,   47.10°,  10.17,   22.28 dB,    1852.61,  [OK   >=40.00°]
3145.00s,   1540.90,   46.97°,  10.16,   22.26 dB,    1850.65,  [OK   >=40.00°]
3146.00s,   1543.46,   46.83°,  10.15,   22.23 dB,    1848.66,  [OK   >=40.00°]
3147.00s,   1546.07,   46.69°,  10.14,   22.21 dB,    1846.64,  [OK   >=40.00°]
3148.00s,   1548.72,   46.55°,  10.13,   22.19 dB,    1844.60,  [OK   >=40.00°]
3149.00s,   1551.40,   46.42°,  10.12,   22.16 dB,    1842.53,  [OK   >=40.00°]
3150.00s,   1554.12,   46.27°,  10.11,   22.13 dB,    1840.43,  [OK   >=40.00°]
3151.00s,   1556.88,   46.13°,  10.10,   22.11 dB,    1838.31,  [OK   >=40.00°]
3152.00s,   1559.68,   45.99°,  10.09,   22.08 dB,    1836.16,  [OK   >=40.00°]
3153.00s,   1562.52,   45.85°,  10.08,   22.06 dB,    1833.98,  [OK   >=40.00°]
3154.00s,   1565.40,   45.70°,  10.07,   22.03 dB,    1831.78,  [OK   >=40.00°]
3155.00s,   1568.31,   45.55°,  10.06,   22.00 dB,    1829.55,  [OK   >=40.00°]
3156.00s,   1571.26,   45.41°,  10.05,   21.98 dB,    1827.29,  [OK   >=40.00°]
3157.00s,   1574.25,   45.26°,  10.04,   21.95 dB,    1825.01,  [OK   >=40.00°]
3158.00s,   1577.28,   45.11°,  10.03,   21.92 dB,    1822.71,  [OK   >=40.00°]
3159.00s,   1580.34,   44.96°,  10.01,   21.89 dB,    1820.38,  [OK   >=40.00°]
3160.00s,   1583.44,   44.81°,  10.00,   21.86 dB,    1818.03,  [OK   >=40.00°]
3161.00s,   1586.57,   44.66°,   9.99,   21.83 dB,    1815.65,  [OK   >=40.00°]
3162.00s,   1589.74,   44.50°,   9.98,   21.81 dB,    1813.25,  [OK   >=40.00°]
3163.00s,   1592.95,   44.35°,   9.97,   21.78 dB,    1810.83,  [OK   >=40.00°]
3164.00s,   1596.19,   44.19°,   9.96,   21.75 dB,    1808.38,  [OK   >=40.00°]
3165.00s,   1599.47,   44.04°,   9.94,   21.72 dB,    1805.91,  [OK   >=40.00°]
3166.00s,   1602.78,   43.88°,   9.93,   21.69 dB,    1803.42,  [OK   >=40.00°]
3167.00s,   1606.13,   43.73°,   9.92,   21.66 dB,    1800.90,  [OK   >=40.00°]
3168.00s,   1609.52,   43.57°,   9.91,   21.62 dB,    1798.37,  [OK   >=40.00°]
3169.00s,   1612.93,   43.41°,   9.89,   21.59 dB,    1795.81,  [OK   >=40.00°]
3170.00s,   1616.39,   43.25°,   9.88,   21.56 dB,    1793.23,  [OK   >=40.00°]
3171.00s,   1619.87,   43.10°,   9.87,   21.53 dB,    1790.63,  [OK   >=40.00°]
3172.00s,   1623.39,   42.94°,   9.86,   21.50 dB,    1788.00,  [OK   >=40.00°]
3173.00s,   1626.95,   42.78°,   9.84,   21.47 dB,    1785.36,  [OK   >=40.00°]
3174.00s,   1630.53,   42.62°,   9.83,   21.43 dB,    1782.70,  [OK   >=40.00°]
3175.00s,   1634.15,   42.46°,   9.82,   21.40 dB,    1780.01,  [OK   >=40.00°]
3176.00s,   1637.81,   42.29°,   9.80,   21.37 dB,    1777.31,  [OK   >=40.00°]
3177.00s,   1641.49,   42.13°,   9.79,   21.34 dB,    1774.59,  [OK   >=40.00°]
3178.00s,   1645.21,   41.97°,   9.78,   21.30 dB,    1771.84,  [OK   >=40.00°]
3179.00s,   1648.96,   41.81°,   9.76,   21.27 dB,    1769.08,  [OK   >=40.00°]
3180.00s,   1652.75,   41.65°,   9.75,   21.24 dB,    1766.30,  [OK   >=40.00°]
3181.00s,   1656.56,   41.48°,   9.73,   21.20 dB,    1763.50,  [OK   >=40.00°]
3182.00s,   1660.41,   41.32°,   9.72,   21.17 dB,    1760.69,  [OK   >=40.00°]
3183.00s,   1664.29,   41.16°,   9.71,   21.13 dB,    1757.85,  [OK   >=40.00°]
3184.00s,   1668.20,   40.99°,   9.69,   21.10 dB,    1755.00,  [OK   >=40.00°]
3185.00s,   1672.14,   40.83°,   9.68,   21.06 dB,    1752.13,  [OK   >=40.00°]
3186.00s,   1676.11,   40.66°,   9.66,   21.03 dB,    1749.24,  [OK   >=40.00°]
3187.00s,   1680.11,   40.50°,   9.65,   20.99 dB,    1746.33,  [OK   >=40.00°]
3188.00s,   1684.14,   40.33°,   9.63,   20.96 dB,    1743.41,  [OK   >=40.00°]
3189.00s,   1688.20,   40.17°,   9.62,   20.92 dB,    1740.47,  [OK   >=40.00°]
3190.00s,   1692.29,   40.01°,   9.60,   20.89 dB,    1737.52,  [OK   >=40.00°]
3191.00s,   1696.42,   39.84°,   9.59,   20.85 dB,       0.00,  [DOWN <40.00°]
3191.00s,   1242.36,   73.55°,  11.34,   25.31 dB,    2102.88,  [OK   >=40.00°]
3192.00s,   1240.92,   73.83°,  11.35,   25.32 dB,    2104.22,  [OK   >=40.00°]
3193.00s,   1239.53,   74.10°,  11.35,   25.34 dB,    2105.52,  [OK   >=40.00°]
3194.00s,   1238.19,   74.36°,  11.36,   25.36 dB,    2106.76,  [OK   >=40.00°]
3195.00s,   1236.90,   74.62°,  11.36,   25.37 dB,    2107.96,  [OK   >=40.00°]
3196.00s,   1235.67,   74.87°,  11.37,   25.38 dB,    2109.10,  [OK   >=40.00°]
3197.00s,   1234.49,   75.11°,  11.37,   25.40 dB,    2110.20,  [OK   >=40.00°]
3198.00s,   1233.36,   75.35°,  11.38,   25.41 dB,    2111.25,  [OK   >=40.00°]
3199.00s,   1232.29,   75.58°,  11.38,   25.42 dB,    2112.25,  [OK   >=40.00°]
3200.00s,   1231.28,   75.80°,  11.39,   25.43 dB,    2113.20,  [OK   >=40.00°]
3201.00s,   1230.31,   76.02°,  11.39,   25.44 dB,    2114.10,  [OK   >=40.00°]
3202.00s,   1229.40,   76.22°,  11.40,   25.45 dB,    2114.96,  [OK   >=40.00°]
3203.00s,   1228.55,   76.42°,  11.40,   25.46 dB,    2115.76,  [OK   >=40.00°]
3204.00s,   1227.74,   76.61°,  11.40,   25.47 dB,    2116.51,  [OK   >=40.00°]
3205.00s,   1227.00,   76.78°,  11.41,   25.48 dB,    2117.21,  [OK   >=40.00°]
3206.00s,   1226.31,   76.95°,  11.41,   25.49 dB,    2117.86,  [OK   >=40.00°]
3207.00s,   1225.67,   77.10°,  11.41,   25.50 dB,    2118.45,  [OK   >=40.00°]
3208.00s,   1225.09,   77.25°,  11.41,   25.50 dB,    2119.00,  [OK   >=40.00°]
